year,km_driven,mileage,engine,max_power,seats
2011,80000,17.0,1497,118.0,5
2015,140000,16.0,2179,140.0,7
2014,65000,23.4,1248,74.0,5
2014,110000,23.4,1248,74.0,5
2008,100000,17.0,1405,70.0,5
2015,80000,25.2,1248,74.0,5
2016,35000,22.54,1396,88.73,5
2008,195000,19.7,796,46.3,5
2017,60000,22.54,1396,88.73,5
2004,50000,16.1,796,37.0,4
2012,100000,22.32,1582,126.32,5
2015,70000,20.4,1248,91.7,5
2017,30000,25.2,1248,74.0,5
2016,27000,23.1,998,67.04,5
2020,5000,21.21,1197,81.8,5
2012,110000,20.77,1248,88.76,7
2013,80000,16.8,1497,116.3,5
2018,80000,16.5,1493,70.0,7
2014,110000,20.8,1461,65.0,5
2018,20000,24.7,796,47.3,5
2012,60000,19.4,1198,86.8,5
2011,25000,19.7,796,46.3,5
2018,30000,25.17,799,53.3,5
2014,60000,20.77,1248,88.8,7
2014,64000,20.77,1248,88.8,7
2014,120000,20.45,1461,83.8,5
2012,140000,19.369999999999997,1248,81.86,5
2012,135000,19.369999999999997,1248,81.86,5
2010,166000,19.369999999999997,1248,81.86,5
2018,60000,24.4,1498,98.63,5
2011,81500,14.84,2143,167.62,5
2011,80000,15.8,2148,170.0,5
2019,15000,20.0,1497,115.0,5
2019,16500,17.0,1197,110.0,5
2009,110000,20.36,1197,78.9,5
2017,60000,21.38,1396,88.7,5
2011,60000,19.3,1248,73.9,5
2016,40000,16.2,1199,74.0,5
2009,35000,19.81,1086,68.05,5
2012,50000,19.09,1396,69.0,5
2012,30078,15.3,1396,70.0,5
2012,44588,21.1,814,55.2,5
2015,49907,21.63,998,67.04,5
2013,67082,21.21,1197,81.8,5
2016,112879,23.0,1498,98.96,5
2013,80000,19.4,1198,86.8,5
2018,10200,17.4,1497,117.6,5
2018,60000,16.5,1493,70.0,7
2017,20000,23.1,998,67.04,5
2017,60000,16.0,2179,140.0,7
2013,40000,21.1,814,55.2,5
2016,60000,20.4,1197,81.8,5
2014,70000,23.4,1248,74.0,5
2010,100000,20.92,998,67.1,5
2017,25000,20.3,998,68.05,5
2011,100000,15.3,1596,99.6,5
2016,35000,25.32,1198,77.0,6
2018,25000,25.4,1186,73.97,5
2003,58000,16.1,796,37.0,4
2019,20000,19.4,1194,94.93,5
2019,1300,22.5,999,67.0,5
2014,15000,20.51,998,67.04,5
2016,25000,25.17,799,53.3,5
2014,150000,19.01,1461,108.5,5
2018,10000,23.1,998,67.04,5
2015,70000,19.67,1582,126.2,5
2017,80000,22.95,1248,74.0,5
2015,50000,25.2,1248,74.0,5
2014,83000,22.32,1582,126.32,5
2015,60000,15.8,1172,67.1,5
2008,175802,19.3,1248,73.9,5
2006,192000,12.8,2494,102.0,8
2011,73840,15.04,1598,103.6,5
2013,75000,18.9,1197,82.0,5
2011,320000,12.05,2179,120.0,8
2015,120000,20.34,1498,103.2,5
2017,40000,21.66,1498,108.6,5
2014,70000,21.1,814,55.2,5
2016,30000,19.64,1461,108.45,5
2014,120000,15.1,2179,140.0,7
2019,25000,23.01,999,67.0,5
2016,80000,25.17,799,53.3,5
2013,67000,19.1,1197,85.8,5
2008,120000,19.81,1086,68.05,5
2019,9000,24.3,1248,88.5,5
2014,60000,11.0,2982,170.3,7
2014,80000,25.1,1498,98.6,5
2011,120000,12.2,2499,80.0,10
2019,24857,16.5,1799,139.46,5
2017,26442,20.3,998,68.05,5
2017,35000,17.5,1373,91.1,7
2010,28000,19.7,796,46.3,5
2015,80000,20.77,1248,88.8,7
2005,39000,19.7,796,46.3,5
2017,20000,20.51,998,67.0,5
2013,50000,21.64,1461,84.8,5
2015,15000,18.9,1197,82.0,5
2019,15000,22.0,1197,81.8,5
2014,70000,26.0,1498,98.6,5
2012,80000,16.2,995,62.1,5
2013,80000,15.96,2523,63.0,9
2017,50000,18.5,1198,86.8,5
2017,65000,26.59,1248,74.0,5
2017,35000,27.39,1248,74.0,5
2015,90000,27.3,1498,98.6,5
2016,100000,25.2,1248,74.0,5
2016,15000,25.17,799,53.3,5
2011,147000,20.0,1399,68.0,5
2017,20000,16.0,2179,140.0,7
2009,120000,23.0,1396,90.0,5
2016,69000,25.83,1498,99.0,5
2017,80000,28.09,1248,88.5,5
2012,97000,19.0,1086,68.1,5
2016,15000,25.17,799,53.3,5
2005,50800,19.7,796,46.3,5
2018,30000,17.09,2993,261.4,4
2018,40142,24.4,1120,71.0,5
2016,62000,25.32,1198,77.0,5
2019,4300,18.6,1197,81.86,5
2019,14548,21.21,1197,81.8,5
2018,44772,23.0,1498,98.96,5
2018,48500,25.47,1248,88.5,7
2017,28782,18.6,1197,81.83,5
2018,36500,24.3,1248,88.5,5
2018,44885,26.59,1248,74.0,5
2009,110000,17.0,1405,71.0,5
2019,50000,24.52,1248,88.5,7
2016,66000,20.77,1248,88.8,7
2013,65000,20.77,1248,88.76,7
2013,95000,12.8,2494,102.0,7
2013,55000,17.0,1497,118.0,5
2017,65000,19.02,1198,67.05,7
2017,76000,25.47,1248,88.5,7
2017,70000,23.4,1248,74.0,5
2014,89000,22.9,1248,74.0,5
2017,98000,13.68,2393,147.51,7
2016,90000,13.68,2393,147.51,7
2013,57000,22.9,1248,74.0,5
2017,70000,26.59,1248,74.0,5
2016,49200,21.1,814,55.2,5
2008,60000,19.81,1086,68.05,5
2015,120000,15.37,1196,73.0,5
2004,110000,19.7,796,46.3,5
2007,70000,18.9,1061,67.0,5
2006,168000,18.9,998,67.1,5
2018,30000,16.0,2179,140.0,7
2016,131111,25.2,1248,74.0,5
2007,120000,19.2,1461,65.0,5
2016,23400,23.95,998,67.1,5
2018,50000,23.1,998,67.04,5
2005,158107,19.369999999999997,1248,81.86,5
2014,90000,15.1,2179,140.0,7
2019,3010,20.3,1086,68.0,5
2010,80000,21.12,1248,88.8,5
2011,155000,17.8,1399,68.0,5
1998,70000,16.1,796,37.0,4
2018,4000,18.9,1197,81.86,5
2007,35000,19.7,796,46.3,5
2003,121000,17.3,993,60.0,5
2015,110000,22.77,1498,98.59,5
2010,175000,17.8,1248,75.0,5
2008,163000,17.8,1399,68.0,5
2008,163000,17.8,1399,68.0,5
2010,77088,14.0,2489,95.0,8
2016,136511,15.96,2523,62.1,7
2015,80000,16.02,1373,93.7,7
2015,60000,16.02,1373,93.7,7
2016,36000,20.85,1197,83.14,5
2012,65000,18.9,998,67.1,5
2012,60000,26.2,998,58.2,5
2013,82500,20.3,1248,75.0,5
2018,30000,23.0,1498,98.96,5
2011,100000,18.3,1991,147.9,5
2015,70000,26.59,1248,74.0,5
2017,85000,20.65,1248,88.7,5
2014,60000,20.51,998,67.04,5
2015,20000,22.74,796,47.3,5
2009,100000,13.0,2489,95.0,8
2002,75000,19.369999999999997,1248,81.86,5
2005,100000,19.369999999999997,1248,81.86,5
2016,80000,24.3,1248,88.5,5
2017,35000,17.57,1193,88.7,5
2013,139000,25.44,936,57.6,5
2005,90000,19.7,796,46.3,5
2009,120000,19.369999999999997,1248,81.86,5
2008,100000,17.7,1497,78.0,5
2011,90000,20.54,1598,103.6,5
2007,105000,13.6,2523,63.0,7
2017,40000,25.4,1186,73.97,5
2017,90000,20.14,1197,81.86,5
2015,36710,22.74,796,47.3,5
2016,28180,23.65,1248,88.5,5
2019,15000,17.0,1956,138.1,5
2019,4000,19.72,1198,67.0,7
2014,30000,23.2,1248,73.94,5
2013,15000,18.6,1197,85.8,5
2018,56000,18.9,1197,81.86,5
2017,19000,17.19,1197,81.86,5
2016,30000,12.62,2198,158.0,7
2017,70000,18.6,1197,81.83,5
2009,30000,19.09,1396,69.0,5
2019,15000,15.37,1196,73.0,5
2013,85000,22.74,796,47.3,5
2018,50000,22.0,1197,81.8,5
2019,20000,17.19,1197,81.86,5
2017,25000,20.51,998,67.04,5
2018,25000,17.0,1198,108.5,5
2014,50000,19.1,1197,85.8,5
2009,90000,14.53,1794,138.1,5
2019,100000,17.57,1193,88.7,5
2008,180000,17.8,1399,67.0,5
2013,50000,22.74,796,47.3,5
2012,80000,23.2,1248,73.94,5
1999,100000,17.3,993,60.0,5
2014,93000,21.1,814,55.2,5
2014,11500,15.96,2523,63.0,9
2006,100000,19.369999999999997,1248,81.86,5
2015,50000,14.95,2489,93.7,9
2012,120000,16.8,1497,116.3,5
2010,100000,17.8,1399,68.0,5
2004,57000,16.1,796,37.0,4
2016,60000,21.1,814,55.2,5
2017,44077,17.01,1499,110.5,5
2017,90000,24.7,796,47.3,5
2018,50000,21.19,1396,88.73,5
2012,20000,19.81,1086,68.05,5
2010,90000,19.7,796,46.3,5
2016,70000,25.83,1498,99.0,5
2008,80000,19.369999999999997,1248,81.86,5
2016,80000,18.2,1248,73.74,8
2012,72000,22.32,1582,126.32,5
2016,50000,15.4,1997,120.0,7
2012,90000,17.5,1298,85.8,5
2019,17000,18.6,1197,81.86,5
2012,70000,12.05,2179,120.0,8
2006,60000,19.7,796,46.3,5
2016,15000,22.74,796,47.3,5
2019,72000,25.5,1498,98.6,5
2008,25000,16.84,1193,64.4,5
2003,114000,19.7,796,46.3,5
2005,120000,13.0,1493,100.0,5
2003,250000,18.7,1896,66.0,5
2009,55768,17.0,1405,71.0,5
2017,40000,18.9,1197,81.86,5
2020,70000,21.79,998,67.05,5
2018,50000,20.3,1199,84.0,5
2017,20000,23.95,998,67.05,5
2013,70000,23.4,1248,74.0,5
2014,60000,18.9,1197,82.0,5
2009,120000,17.0,1405,71.0,5
2011,110000,21.1,1248,73.9,5
2017,60000,23.84,1199,84.0,5
2009,30000,16.5,995,63.0,5
2018,35000,21.13,1498,108.6,5
2003,50000,16.1,796,37.0,4
2012,100000,19.01,1461,108.45,5
2012,80000,15.1,2179,140.0,7
2014,84000,20.14,1498,88.5,5
2014,60000,25.01,1498,89.75,5
1998,50000,17.3,993,60.0,5
2011,60000,20.36,1197,78.9,5
2015,100000,16.0,2179,140.0,7
2013,70000,15.96,2523,62.1,7
2014,82500,15.96,2523,62.1,7
2014,76000,15.96,2523,62.1,9
2011,87000,18.0,1248,75.0,5
2010,120000,14.0,2498,112.0,7
2016,70000,17.57,1193,88.7,5
2010,188000,21.12,1248,88.8,5
2014,120000,18.2,1248,73.8,8
2015,80000,17.4,1497,117.3,5
2010,123278,20.36,1197,78.9,5
2012,110000,20.0,1399,68.0,5
2013,110000,20.0,1399,68.1,5
2015,65000,15.1,2179,140.0,7
2015,70000,16.36,2179,187.7,5
2012,90000,11.57,2179,138.1,7
2018,33000,21.1,814,55.2,5
2015,26500,22.74,796,47.3,5
2011,60000,17.92,1086,62.1,5
2013,70000,23.4,1248,74.0,5
2015,80000,20.63,1198,67.06,5
2017,60000,22.54,1396,88.73,5
2011,100000,19.5,1199,75.0,5
2011,80000,20.54,1598,103.6,5
2016,35000,18.9,1197,82.0,5
2019,10000,18.9,1197,81.86,5
2011,80000,18.0,1248,75.0,5
2012,50000,21.1,814,55.2,5
2006,90000,17.3,1061,64.0,5
2017,80000,24.7,796,47.3,5
2017,25000,23.01,999,67.0,5
2014,70000,20.92,998,67.1,5
2019,80000,17.4,1197,81.86,5
2016,50000,20.14,1498,88.7,5
2015,70000,26.0,1498,98.6,5
2017,60000,20.63,1198,67.0,5
2012,90000,23.59,1364,67.1,5
2018,28000,17.0,1198,108.5,5
2019,20000,17.4,1197,81.86,5
2014,60000,24.0,1120,70.0,5
2010,70000,11.57,2179,138.1,7
2013,80000,22.1,1248,76.9,5
2019,35000,26.6,998,58.16,5
2018,60000,21.5,1497,108.5,5
2018,20000,23.84,1199,84.0,5
2013,142000,23.2,1248,73.94,5
2015,72000,26.59,1248,74.0,5
2018,90000,23.0,1498,98.96,5
2011,80000,20.0,1399,68.0,5
2011,125000,23.0,1396,90.0,5
2015,33000,20.73,1373,91.1,5
2015,50000,19.67,1582,126.2,5
2012,120000,12.05,2179,120.0,9
2018,35000,25.4,1186,73.97,5
2018,43000,27.4,1498,98.63,5
2007,60000,19.7,796,46.3,5
2012,148000,12.05,2179,120.0,9
2014,70000,22.32,1582,126.32,5
2011,96000,16.95,1498,97.7,5
2015,70000,15.4,1997,120.0,7
2017,18484,20.89,1197,81.8,5
2011,70000,13.93,2179,138.03,7
2010,25000,19.7,796,46.3,5
2013,120000,22.07,1199,73.9,5
2019,10000,17.0,1497,121.31,5
2020,60000,25.32,1198,77.0,6
2013,65000,17.92,1086,62.1,5
2010,27000,19.369999999999997,1248,81.86,5
2012,50000,21.9,1396,88.76,5
2019,2560,24.0,1199,83.81,5
2016,80000,20.51,998,67.04,5
1999,50000,16.1,796,37.0,4
2015,120000,18.2,1248,73.8,8
2009,120000,16.8,1497,116.3,5
2013,47000,21.1,814,55.2,5
2012,90000,12.8,2494,102.0,8
2017,95000,15.4,1997,120.0,7
2012,103655,22.32,1582,126.3,5
2018,25000,17.4,1197,81.86,5
2014,80000,19.01,1461,108.45,5
2014,50000,25.4,624,37.5,4
2010,110000,0.0,1086,62.0,5
2008,80000,19.7,796,46.3,5
2003,74770,19.369999999999997,1248,81.86,5
2010,187000,17.8,1399,68.0,5
2015,206000,22.77,1498,98.59,5
2018,27000,22.77,1498,98.59,5
2017,75000,26.1,1498,99.23,5
2015,18000,18.5,1194,94.93,5
2011,218000,21.0,1461,64.1,5
2016,10000,22.54,1396,88.73,5
2010,80000,17.8,1248,75.0,5
2011,215000,21.0,1461,64.1,5
2012,137000,17.8,1399,67.0,5
2011,65000,20.54,1598,103.6,5
2017,10000,23.1,998,67.04,5
2016,20000,20.62,1198,67.0,7
2019,70000,28.4,1248,74.02,5
2012,80000,21.9,1396,88.76,5
2012,100000,15.1,2179,140.0,7
2008,70000,19.369999999999997,1248,81.86,5
2014,65000,21.14,1498,103.52,5
2015,70000,15.4,2179,120.0,7
2013,60000,18.2,1248,73.8,7
2013,80000,13.7,2179,138.1,7
2014,133000,19.01,1461,108.45,5
2017,25000,17.5,1199,88.7,5
2017,15000,17.57,1193,88.7,5
2017,40000,21.38,1396,88.7,5
2014,70000,15.96,2523,62.1,7
2007,152000,10.5,2609,120.0,9
2013,80000,22.32,1582,126.3,5
2009,100000,17.2,1396,53.5,5
2017,50000,25.17,799,53.3,5
2017,40000,17.19,1197,81.86,5
2016,60000,23.01,999,67.0,5
2018,40000,18.6,1197,81.83,5
2015,60000,27.3,1498,98.6,5
2012,90000,22.9,1248,74.0,5
2014,90000,23.4,1248,74.0,5
2013,80000,23.4,1248,74.0,5
2012,120000,12.05,2179,120.0,8
2018,40000,23.84,1199,84.0,5
2013,91000,15.1,2179,140.0,7
2008,80000,17.8,1086,63.0,5
2019,80000,0.0,2523,70.0,2
2020,15000,23.84,1199,83.83,5
2007,110000,18.1,1493,110.0,5
2018,40000,21.13,1498,108.6,5
2018,30000,28.4,1248,74.02,5
2018,30000,20.3,1086,68.0,5
2017,30000,18.6,1197,81.83,5
2017,15000,23.84,1199,84.0,5
2020,1000,13.68,2393,147.51,7
1999,26320,16.1,796,37.0,4
2010,135000,23.0,1396,90.0,5
2008,100000,13.5,1799,130.0,5
2017,120000,15.37,1196,73.0,5
2011,230000,14.0,2498,112.0,7
2016,60000,23.01,999,67.0,5
2012,80000,16.07,1995,181.0,5
2010,190000,19.3,1248,73.9,5
2016,120000,15.37,1196,73.0,5
2013,217000,12.99,2494,100.6,8
2005,90000,19.369999999999997,1248,81.86,5
2015,29000,23.1,998,67.04,5
2011,120000,19.369999999999997,1248,81.86,5
2010,120000,18.9,1061,67.0,5
2015,90000,16.0,2179,140.0,7
2018,30000,23.1,998,67.04,5
2016,56000,18.9,1197,82.0,5
2015,90000,12.99,2494,100.6,8
2015,120000,18.49,1493,100.0,7
2015,60000,25.2,1248,74.0,5
2008,147000,19.3,1248,73.9,5
2018,19500,18.6,1197,81.83,5
2018,38426,17.19,1197,81.86,5
2014,35000,20.51,998,67.04,5
2007,50000,19.7,796,46.3,5
2012,120000,25.44,936,57.6,5
2011,120000,19.4,1405,70.0,5
2011,112000,20.0,1399,68.0,5
2013,70000,14.0,2523,75.0,8
2012,145000,20.5,1598,103.5,5
2011,500000,12.99,2494,100.57,7
2012,146000,19.61,1405,70.0,5
2018,10000,18.9,1197,81.86,5
2020,50000,20.14,1498,88.5,5
2016,20000,23.01,999,67.0,5
2006,70000,13.5,1799,130.0,5
2017,50000,25.0,1396,69.01,5
2018,25000,15.17,1968,181.0,5
2011,100000,23.0,1396,90.0,5
2020,20000,17.0,1198,108.5,5
2011,155000,23.0,1396,90.0,5
2012,70000,20.0,1399,68.0,5
2012,25000,21.5,1248,88.8,5
2006,120000,16.1,796,37.0,4
2013,90000,18.2,1248,73.8,7
2011,110000,15.1,2179,140.0,7
2014,110000,13.49,2179,138.03,5
2012,100000,22.9,1248,74.0,5
2010,116700,15.0,1368,90.0,5
2015,25000,22.95,1248,74.0,5
2011,200000,13.0,2489,95.0,8
2010,176062,17.8,1248,75.0,5
2008,250000,12.8,2494,102.0,8
2003,70000,19.369999999999997,1248,81.86,5
2015,82000,25.8,1498,98.6,5
2010,80000,19.81,1086,68.05,5
2019,14000,17.1,1956,170.0,5
2014,129000,19.72,1461,108.45,5
2016,60000,20.5,1248,91.7,5
2018,82000,21.73,1498,108.62,5
2013,77500,12.7,2179,187.7,5
2017,50000,18.2,1248,73.74,7
2017,39500,20.52,1197,81.8,5
2018,40000,22.54,1396,88.76,5
1997,110000,19.369999999999997,1248,81.86,5
2017,54000,22.54,1396,88.73,5
2016,20000,20.51,998,67.04,5
2014,55896,25.0,1396,69.0,5
2016,35000,25.8,1498,98.6,5
2012,97000,19.4,1198,86.8,5
2014,120000,22.74,796,47.3,5
2010,30400,26.0,624,35.0,4
2012,110000,21.64,1461,84.8,5
2008,120000,14.84,2143,170.0,5
2010,100000,19.7,796,46.3,5
2010,120000,17.8,1248,75.0,5
2012,130000,20.54,1598,103.6,5
2011,76000,20.92,998,67.1,5
2012,110000,19.33,1968,138.1,5
2011,96000,12.05,2179,120.0,8
2018,90000,28.4,1248,74.0,5
2013,25000,20.0,1399,68.1,5
2010,66000,19.0,998,66.1,5
2010,250000,13.93,2179,138.0,7
2011,157000,22.32,1582,126.3,5
2017,35000,23.01,999,67.0,5
2008,100000,12.7,2609,116.6,9
2010,30000,21.12,1248,88.8,5
2018,40000,16.5,1493,70.0,7
2014,30000,22.74,796,47.3,5
2007,60000,18.0,995,62.0,5
2017,60000,28.09,1248,88.5,5
2012,80000,16.8,1497,116.3,5
2016,70000,28.09,1248,88.5,5
2013,150000,20.86,1199,75.0,5
2007,150000,18.2,1061,64.0,5
2004,25000,14.2,1597,92.0,5
2017,35000,21.72,1498,108.6,5
2018,48000,25.4,1186,73.97,5
2012,200000,22.07,1199,73.9,5
2000,90000,19.369999999999997,1248,81.86,5
2015,135000,26.59,1248,74.0,5
2012,146000,22.32,1582,126.32,5
2018,44000,24.7,796,47.3,5
2013,70000,20.36,1197,78.9,5
2004,271000,16.8,1405,62.0,5
2006,120000,19.7,796,46.3,5
2015,60000,15.96,2523,62.1,7
2018,40000,20.73,1373,91.1,5
2017,27000,24.7,796,47.3,5
2017,35000,27.39,1248,74.0,5
2014,40000,22.74,796,47.3,5
2015,75262,15.4,2179,120.0,7
2012,120000,23.03,1396,69.0,5
2016,60000,20.3,998,68.05,5
2014,40000,21.1,814,55.2,5
2008,80000,19.7,796,46.3,5
2010,175000,19.09,1396,69.0,5
2010,70000,20.36,1197,78.9,5
2011,91863,15.96,2523,62.1,7
2008,100000,15.2,1193,65.0,5
2016,10000,25.17,799,53.3,5
2018,35000,24.52,1248,88.5,7
2013,120000,20.0,1399,68.1,5
2016,30000,18.9,1197,82.0,5
2014,70000,23.95,998,67.05,5
2016,130000,21.38,1396,88.7,5
2016,133000,21.38,1396,88.7,5
2010,120000,20.54,1598,103.6,5
2019,20000,19.44,999,75.0,5
2012,25000,15.6,1196,70.0,5
2012,90000,25.4,624,37.48,4
2009,140000,19.0,998,66.1,5
2017,103000,25.6,1498,97.9,5
2017,23000,13.68,2393,147.8,7
2015,128000,26.0,1498,98.6,5
2015,33000,20.14,1498,88.8,5
2009,70000,19.7,796,46.3,5
2011,40000,0.0,1086,62.0,5
2011,80000,17.0,1405,71.0,5
2015,70000,26.21,1248,88.5,5
2013,100000,12.99,2494,100.6,8
2009,90000,14.0,2498,112.0,8
2012,112000,20.0,1399,68.0,5
2011,50000,15.5,1799,132.0,5
2015,62000,24.4,1120,71.0,5
2012,90000,20.77,1248,88.76,7
2013,80000,12.99,2494,100.0,7
2016,47552,19.67,1582,126.2,5
2016,40000,24.3,1248,88.5,5
2011,15000,15.6,1196,70.0,5
2019,20000,23.0,1498,98.96,5
2018,52000,17.19,1197,81.86,5
2016,70000,18.6,1197,81.83,5
2017,110000,15.96,2523,63.0,9
2014,77500,14.0,2179,138.1,7
2019,14700,25.17,799,53.3,5
2017,32000,18.15,1198,82.0,6
2004,70000,19.7,796,46.3,5
2009,80000,17.5,1298,85.8,5
2015,50000,26.59,1248,74.0,5
2015,120000,13.58,2499,72.4,10
2018,19700,18.15,1198,82.0,5
2011,70000,13.45,1086,62.1,5
2018,50000,25.83,1498,99.0,5
2007,60000,19.369999999999997,1248,81.86,5
2015,140000,20.0,1399,68.05,5
2017,40000,20.3,1199,84.0,5
2014,70000,22.74,796,47.3,5
2012,90000,12.8,2494,102.0,8
2016,110000,18.49,1493,100.0,7
2020,5000,22.05,796,47.3,5
2013,70000,22.74,796,47.3,5
2015,60000,19.44,1198,67.0,7
2018,7000,22.5,999,67.0,5
2014,120000,12.05,2179,120.0,7
2014,145241,12.05,2179,120.0,7
2008,110000,12.7,2609,116.6,8
2016,30000,25.17,799,53.3,5
2015,80000,23.59,1364,67.04,5
2016,40000,11.36,2755,171.5,7
2013,95500,14.0,2179,138.1,7
2019,10000,16.0,1368,160.0,5
2014,53473,23.95,998,67.05,5
2011,100000,15.96,2523,63.0,9
2013,80000,17.92,1086,62.1,5
2015,120000,24.4,1120,71.0,5
2018,40000,23.95,998,67.05,5
2013,90000,25.44,936,57.6,5
2014,51000,18.2,1199,82.5,5
2010,87000,19.369999999999997,1248,81.86,5
2009,87000,13.2,1495,94.0,5
2006,120000,19.369999999999997,1248,81.86,5
2014,90000,19.01,1461,108.45,5
2015,110000,16.78,1496,88.73,5
2010,86000,17.92,1086,62.1,5
2009,120000,19.369999999999997,1248,81.86,5
1999,70000,15.9,1298,85.0,5
2014,140000,25.01,1498,89.75,5
2015,24000,23.95,998,67.05,5
2012,150000,22.32,1582,126.32,5
2011,108000,22.32,1582,126.3,5
2011,60000,16.95,1197,78.9,5
2013,90000,20.77,1248,88.76,7
2014,120000,19.1,1405,70.0,5
2012,100000,25.44,936,57.6,5
2007,75958,17.88,1396,52.8,5
1996,70000,16.1,796,37.0,4
2012,100000,19.369999999999997,1248,81.86,5
2006,128000,12.6,1991,112.0,7
2007,110000,16.8,1405,62.0,5
2016,40000,20.85,1197,83.14,5
2016,70000,25.83,1498,99.0,5
2011,60000,22.9,1248,74.0,5
2013,90000,15.96,2523,62.1,7
2007,70000,13.93,2179,138.1,7
2012,65000,20.36,1197,78.9,5
2014,88000,23.4,1248,74.0,5
2009,80000,18.8,1248,90.0,5
2014,60000,14.0,2523,75.0,8
2017,38000,18.49,1493,100.0,7
2010,80000,15.0,1368,90.0,5
2013,110000,15.96,2523,62.1,7
2017,110000,25.2,1248,74.0,5
2011,145000,20.86,1199,75.0,5
2019,43000,22.54,1396,88.76,5
2016,120000,23.2,1248,73.94,5
2007,136000,16.1,1298,88.2,5
2013,120000,17.88,1405,48.21,5
2018,25000,18.6,1197,81.86,5
2003,40000,14.4,1599,94.0,5
2018,35000,25.1,1248,88.5,5
2019,35000,19.83,1198,67.0,5
2008,120000,18.1,1493,110.0,5
2017,25000,23.01,999,67.0,5
2015,100000,23.59,1364,67.05,5
2013,120000,15.96,2523,62.1,9
2017,35000,17.57,1193,88.7,5
2013,44000,20.92,998,67.1,5
2015,100000,22.54,1396,88.73,5
2015,133000,15.4,2179,120.0,7
2018,35000,13.68,2393,147.8,7
2014,64000,20.36,1197,78.9,5
2015,70000,16.0,2179,140.0,7
2015,100000,18.9,1197,82.0,5
2013,90000,22.9,1248,74.0,5
2014,50000,17.5,1298,85.8,5
2017,50000,25.32,1198,77.0,6
2013,80000,22.74,796,47.3,5
2013,85710,15.1,2179,140.0,7
2014,15000,20.36,1197,78.9,5
2017,35000,20.51,998,67.0,5
2013,49000,18.5,1197,82.85,5
2007,70000,19.369999999999997,1248,81.86,5
2010,158000,18.8,1248,90.0,5
2012,30000,21.1,814,55.2,5
2008,60000,20.36,1197,78.9,5
2008,40000,18.2,1061,64.0,5
2011,60000,13.6,2523,63.0,7
2011,55130,20.0,1399,68.0,5
2014,22000,20.51,998,67.04,5
2010,48000,15.6,1196,70.0,5
2012,45000,18.5,1197,82.85,5
2016,22522,16.0,2179,140.0,7
2012,51856,18.5,1197,80.0,5
2018,25000,25.5,1498,98.6,5
2016,34500,20.51,998,67.04,5
2012,20000,21.1,814,55.2,5
2019,3000,20.14,1197,81.86,5
2019,20000,19.5,1199,88.76,5
2018,35000,23.0,1498,98.96,5
2010,60000,18.3,1991,147.9,5
2017,6825,18.0,1497,117.6,5
2018,50000,21.94,1196,61.7,5
2016,13500,17.5,1373,91.1,7
2008,260000,12.8,2494,102.0,8
2018,65000,25.4,1186,73.97,5
2016,40000,20.73,1373,91.1,5
2019,30000,20.3,1086,68.0,5
2016,120000,13.5,2477,175.56,7
2013,112011,13.93,2179,138.1,7
2015,125000,12.99,2494,100.6,7
2009,43000,18.8,1248,90.0,5
2019,53534,15.96,2523,62.1,7
2019,20000,20.3,1199,83.81,5
2013,70000,15.1,2179,140.0,7
2015,150000,15.4,1997,120.0,7
2012,100000,19.4,1405,70.0,5
2015,50000,16.55,2498,105.0,7
2013,120000,18.5,1197,82.85,5
2013,110000,22.9,1248,74.0,5
2012,120000,15.42,1405,70.0,7
2007,248119,12.8,2494,102.0,8
2017,16500,23.01,999,67.0,5
2016,9900,23.95,998,67.05,5
2012,80000,19.7,796,46.3,5
2010,100000,16.0,1368,90.0,5
2020,20000,23.26,1197,88.5,5
2016,90000,28.09,1248,88.5,5
2019,15000,16.55,2498,105.0,6
2011,140000,21.1,1248,73.9,5
2012,120000,23.0,1396,90.0,5
2015,90000,20.77,1248,88.76,7
2018,20000,20.38,1968,143.0,5
2015,61000,12.99,2494,100.6,7
2012,100000,21.8,1461,78.0,5
2009,100000,18.1,1493,110.0,5
2009,170000,13.6,2523,63.0,7
2013,100000,16.78,1496,88.73,5
2011,120000,13.6,2523,63.0,7
2015,50000,20.14,1498,88.8,5
2012,120000,19.369999999999997,1248,81.86,5
2015,25000,22.74,796,47.3,5
2011,100000,21.1,1248,73.9,5
2015,93000,20.85,1197,83.14,5
2017,50000,24.52,1248,88.5,7
2019,19600,22.1,1396,88.7,5
2017,104000,15.64,1193,64.1,5
2017,33000,23.0,1498,98.96,5
2017,60000,18.49,1493,100.0,7
2016,60000,15.96,2523,63.0,9
2015,40000,13.24,1598,102.5,5
2016,60000,27.28,1047,69.0,5
2010,80000,13.2,1495,93.7,5
2007,376412,12.8,2494,102.0,8
2012,70000,17.92,1086,62.1,5
2012,90000,20.92,998,67.1,5
2014,183000,15.96,2523,63.0,9
2018,27000,24.3,1248,88.5,5
2017,35000,23.0,1498,98.96,5
2013,120000,22.9,1248,74.0,5
2014,70000,23.4,1248,74.0,5
2013,55000,14.4,998,61.7,5
2009,120000,21.1,1248,73.9,5
2012,72000,17.5,1197,85.8,5
2007,120000,12.0,2092,127.0,7
2014,250000,23.59,1364,67.04,5
2016,100000,13.58,2499,72.4,9
2013,120000,15.3,2956,83.83,7
2014,32000,18.9,1197,82.0,5
2008,60000,19.7,796,46.3,5
2018,30000,19.87,1461,83.14,5
